Id,RouteName,RouteLink,Bus Name,Bus Type,Departure Time,Duration,Arrival Time,Rating,Price,Seats Available
1,Diphu to Guwahati,https://www.redbus.in/bus-tickets/diphu-to-guwahati,KAAC TRANSPORT - 157249,Non AC Seater 2+2,04:00:00,05h 30m,09:30:00,4.3,361.00,3
2,Diphu to Guwahati,https://www.redbus.in/bus-tickets/diphu-to-guwahati,Kareng Travels,Non AC Seater (2+2),04:30:00,05h 00m,09:30:00,4.2,361.00,16
3,Diphu to Guwahati,https://www.redbus.in/bus-tickets/diphu-to-guwahati,Kareng Travels,A/C Seater (2+1),04:45:00,05h 15m,10:00:00,3.9,400.00,18
4,Diphu to Guwahati,https://www.redbus.in/bus-tickets/diphu-to-guwahati,Kareng Travels,Non AC Seater (2+1),11:15:00,05h 15m,16:30:00,4.0,380.00,8
5,Guwahati to Diphu,https://www.redbus.in/bus-tickets/guwahati-to-diphu,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30:00,06h 15m,17:45:00,4.7,361.00,40
6,Guwahati to Diphu,https://www.redbus.in/bus-tickets/guwahati-to-diphu,Kareng Travels,Non AC Seater (2+1),05:00:00,05h 45m,10:45:00,4.0,380.00,29
7,Guwahati to Diphu,https://www.redbus.in/bus-tickets/guwahati-to-diphu,Kareng Travels,A/C Seater (2+1),09:30:00,06h 45m,16:15:00,4.4,400.00,22
8,Guwahati to Diphu,https://www.redbus.in/bus-tickets/guwahati-to-diphu,Kareng Travels,Non AC Seater (2+2),11:45:00,06h 45m,18:30:00,4.3,361.00,32
9,Bokolia (assam) to Guwahati,https://www.redbus.in/bus-tickets/bokolia-assam-to-guwahati,KAAC TRANSPORT - 157249,Non AC Seater 2+2,05:00:00,04h 30m,09:30:00,3.2,299.00,38
10,Bokolia (assam) to Guwahati,https://www.redbus.in/bus-tickets/bokolia-assam-to-guwahati,Kareng Travels,Non AC Seater (2+2),05:30:00,04h 00m,09:30:00,4.4,285.00,16
11,Bokolia (assam) to Guwahati,https://www.redbus.in/bus-tickets/bokolia-assam-to-guwahati,Kareng Travels,A/C Seater (2+1),06:00:00,04h 00m,10:00:00,3.9,300.00,18
12,Bokolia (assam) to Guwahati,https://www.redbus.in/bus-tickets/bokolia-assam-to-guwahati,Kareng Travels,Non AC Seater (2+1),12:15:00,04h 15m,16:30:00,3.7,300.00,8
13,Dokmoka to Guwahati,https://www.redbus.in/bus-tickets/dokmoka-to-guwahati,KAAC TRANSPORT - 157249,Non AC Seater 2+2,05:45:00,03h 45m,09:30:00,4.7,250.00,14
14,Dokmoka to Guwahati,https://www.redbus.in/bus-tickets/dokmoka-to-guwahati,Kareng Travels,Non AC Seater (2+2),06:00:00,03h 30m,09:30:00,3.5,266.00,16
15,Dokmoka to Guwahati,https://www.redbus.in/bus-tickets/dokmoka-to-guwahati,Kareng Travels,A/C Seater (2+1),06:30:00,03h 30m,10:00:00,4.3,300.00,18
16,Dokmoka to Guwahati,https://www.redbus.in/bus-tickets/dokmoka-to-guwahati,Kareng Travels,Non AC Seater (2+1),12:45:00,03h 45m,16:30:00,4.4,280.00,8
17,Guwahati to Dokmoka,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30:00,03h 15m,14:45:00,4.3,250.00,44
18,Guwahati to Dokmoka,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,Kareng Travels,Non AC Seater (2+1),05:00:00,03h 45m,08:45:00,4.4,280.00,32
19,Guwahati to Dokmoka,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,Kareng Travels,A/C Seater (2+1),09:30:00,04h 30m,14:00:00,4.3,300.00,22
20,Guwahati to Dokmoka,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,Kareng Travels,Non AC Seater (2+2),11:45:00,04h 15m,16:00:00,4.6,266.00,45
21,Guwahati to Bokolia (assam),https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30:00,04h 15m,15:45:00,4.1,299.00,39
22,Guwahati to Bokolia (assam),https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam,Kareng Travels,A/C Seater (2+1),09:30:00,05h 15m,14:45:00,4.3,300.00,26
23,Guwahati to Bokolia (assam),https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam,Kareng Travels,Non AC Seater (2+1),05:00:00,04h 30m,09:30:00,4.5,300.00,29
24,Guwahati to Bokolia (assam),https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam,Kareng Travels,Non AC Seater (2+2),11:45:00,04h 45m,16:30:00,3.9,285.00,32
25,Langhin (assam) to Guwahati,https://www.redbus.in/bus-tickets/langhin-assam-to-guwahati,KAAC TRANSPORT - 157249,Non AC Seater 2+2,05:30:00,04h 00m,09:30:00,3.9,266.00,5
26,Langhin (assam) to Guwahati,https://www.redbus.in/bus-tickets/langhin-assam-to-guwahati,Kareng Travels,Bharat Benz A/C Seater (2+1),11:30:00,04h 30m,16:00:00,3.9,300.00,34
27,Langhin (assam) to Guwahati,https://www.redbus.in/bus-tickets/langhin-assam-to-guwahati,Kareng Travels,Non AC Seater (2+2),05:45:00,03h 45m,09:30:00,4.0,285.00,34
28,Langhin (assam) to Guwahati,https://www.redbus.in/bus-tickets/langhin-assam-to-guwahati,Kareng Travels,Non AC Seater (2+1),12:30:00,04h 00m,16:30:00,4.1,300.00,8
29,Langhin (assam) to Guwahati,https://www.redbus.in/bus-tickets/langhin-assam-to-guwahati,Kareng Travels,A/C Seater (2+1),06:15:00,03h 45m,10:00:00,4.0,300.00,31
30,Diphu to Hamren,https://www.redbus.in/bus-tickets/diphu-to-hamren,KAAC TRANSPORT - 157442,Non AC Seater 2+2,04:30:00,06h 00m,10:30:00,3.8,300.00,35
31,Guwahati to Langhin (assam),https://www.redbus.in/bus-tickets/guwahati-to-langhin-assam,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30:00,03h 30m,15:00:00,3.3,266.00,44
32,Guwahati to Langhin (assam),https://www.redbus.in/bus-tickets/guwahati-to-langhin-assam,Kareng Travels,Non AC Seater (2+1),05:00:00,11h 45m,16:45:00,4.2,300.00,37
33,Guwahati to Langhin (assam),https://www.redbus.in/bus-tickets/guwahati-to-langhin-assam,Kareng Travels,Non AC Seater (2+2),11:45:00,04h 30m,16:15:00,3.9,285.00,45
34,Guwahati to Langhin (assam),https://www.redbus.in/bus-tickets/guwahati-to-langhin-assam,Kareng Travels,A/C Seater (2+1),09:30:00,04h 45m,14:15:00,3.8,300.00,26
35,Guwahati to Manja (assam),https://www.redbus.in/bus-tickets/guwahati-to-manja-assam,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30:00,05h 30m,17:00:00,3.8,350.00,41
36,Guwahati to Manja (assam),https://www.redbus.in/bus-tickets/guwahati-to-manja-assam,Kareng Travels,A/C Seater (2+1),09:30:00,06h 15m,15:45:00,4.8,400.00,30
37,Guwahati to Manja (assam),https://www.redbus.in/bus-tickets/guwahati-to-manja-assam,Kareng Travels,Non AC Seater (2+2),11:45:00,06h 15m,18:00:00,3.9,342.00,43
38,Guwahati to Manja (assam),https://www.redbus.in/bus-tickets/guwahati-to-manja-assam,Kareng Travels,Non AC Seater (2+1),05:00:00,13h 30m,18:30:00,2.8,360.00,37
39,Manja (assam) to Guwahati,https://www.redbus.in/bus-tickets/manja-assam-to-guwahati,KAAC TRANSPORT - 157249,Non AC Seater 2+2,04:20:00,05h 10m,09:30:00,4.8,350.00,44
40,Manja (assam) to Guwahati,https://www.redbus.in/bus-tickets/manja-assam-to-guwahati,Kareng Travels,Bharat Benz A/C Seater (2+1),10:15:00,05h 45m,16:00:00,4.6,400.00,34
41,Manja (assam) to Guwahati,https://www.redbus.in/bus-tickets/manja-assam-to-guwahati,Kareng Travels,Non AC Seater (2+2),04:45:00,04h 45m,09:30:00,2.9,342.00,34
42,Manja (assam) to Guwahati,https://www.redbus.in/bus-tickets/manja-assam-to-guwahati,Kareng Travels,A/C Seater (2+1),05:00:00,05h 00m,10:00:00,3.9,400.00,31
43,Manja (assam) to Guwahati,https://www.redbus.in/bus-tickets/manja-assam-to-guwahati,Kareng Travels,Non AC Seater (2+1),11:30:00,05h 00m,16:30:00,3.8,360.00,34
44,Hamren to Diphu,https://www.redbus.in/bus-tickets/hamren-to-diphu,KAAC TRANSPORT - 175491,Non AC Seater (2+2),05:30:00,04h 50m,10:20:00,2.6,246.00,41
45,Hamren to Diphu,https://www.redbus.in/bus-tickets/hamren-to-diphu,KAAC TRANSPORT - 157443,Non AC Seater 2+2,11:45:00,06h 15m,18:00:00,2.6,300.00,41
46,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi,PEPSU (Punjab) - 66695,Volvo AC Seater (2+2),04:20:00,05h 01m,09:21:00,4.1,692.00,37
47,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi,PEPSU (Punjab) - 66646,Volvo AC Seater (2+2),05:00:00,05h 01m,10:01:00,4.1,692.00,30
48,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi,PEPSU (Punjab) - 66647,Volvo AC Seater (2+2),06:15:00,05h 01m,11:16:00,3.9,692.00,36
49,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi,PEPSU (Punjab) - 67139,AC Seater Hvac 2+2,09:05:00,05h 01m,14:06:00,3.4,440.00,35
50,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi,PEPSU (Punjab) - 66648,Volvo AC Seater (2+2),09:50:00,05h 01m,14:51:00,3.6,692.00,30
51,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi,PEPSU (Punjab) - 66649,Volvo AC Seater (2+2),12:40:00,05h 25m,18:05:00,4.3,692.00,30
52,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi,PEPSU (Punjab) - 67101,AC Seater Hvac 2+2,15:25:00,05h 01m,20:26:00,3.3,440.00,41
53,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi,PEPSU (Punjab) - 67142,Volvo AC Seater (2+2),16:00:00,05h 25m,21:25:00,4.0,692.00,35
54,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi,PEPSU (Punjab) - 66687,Volvo AC Seater (2+2),18:10:00,06h 09m,00:19:00,3.8,692.00,39
55,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi,PEPSU (Punjab) - 67104,AC Seater Hvac 2+2,22:30:00,05h 01m,03:31:00,2.8,440.00,41
56,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala,PEPSU (Punjab) - 67085,Volvo AC Seater (2+2),03:00:00,05h 00m,08:00:00,4.4,692.00,30
57,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala,PEPSU (Punjab) - 67070,Volvo AC Seater (2+2),06:15:00,05h 30m,11:45:00,3.8,692.00,29
58,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala,PEPSU (Punjab) - 67069,Volvo AC Seater (2+2),08:00:00,05h 30m,13:30:00,4.4,692.00,11
59,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala,PEPSU (Punjab) - 67105,AC Seater Hvac 2+2,09:50:00,05h 30m,15:20:00,3.2,440.00,29
60,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala,PEPSU (Punjab) - 67160,Volvo AC Seater (2+2),11:45:00,05h 30m,17:15:00,4.1,692.00,27
61,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala,PEPSU (Punjab) - 66665,Volvo AC Seater (2+2),14:00:00,05h 00m,19:00:00,4.2,692.00,21
62,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala,PEPSU (Punjab) - 66689,Volvo AC Seater (2+2),15:25:00,05h 00m,20:25:00,3.9,692.00,33
63,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala,PEPSU (Punjab) - 67140,AC Seater Hvac 2+2,16:30:00,05h 30m,22:00:00,3.2,440.00,41
64,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala,PEPSU (Punjab) - 66667,Volvo AC Seater (2+2),17:30:00,05h 00m,22:30:00,4.3,692.00,36
65,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala,PEPSU (Punjab) - 67103,AC Seater Hvac 2+2,22:30:00,05h 30m,04:00:00,3.3,440.00,39
66,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,PEPSU (Punjab) - 67134,Volvo AC Seater (2+2),06:40:00,06h 35m,13:15:00,3.9,845.00,37
67,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,PEPSU (Punjab) - 67161,Volvo AC Seater (2+2),10:15:00,07h 00m,17:15:00,3.3,845.00,26
68,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,PEPSU (Punjab) - 67162,Volvo AC Seater (2+2),15:00:00,07h 30m,22:30:00,2.0,845.00,36
69,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,PEPSU (Punjab) - 67096,Volvo AC Seater (2+2),16:10:00,07h 00m,23:10:00,4.0,845.00,31
70,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,PEPSU (Punjab) - 67135,Volvo AC Seater (2+2),17:35:00,08h 00m,01:35:00,4.0,845.00,35
71,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),19:50:00,07h 35m,03:25:00,4.5,845.00,33
72,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50:00,07h 00m,03:50:00,4.7,845.00,37
73,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50:00,07h 00m,04:50:00,4.0,845.00,37
74,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:27:00,06h 33m,05:00:00,4.5,400.00,32
75,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Laxmi holidays,VE A/C Sleeper (2+1),23:55:00,06h 50m,06:45:00,4.5,570.00,30
76,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),00:25:00,06h 05m,06:30:00,4.6,330.00,10
77,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,AdArmaan Tour & Travels,A/C Seater / Sleeper (2+1),22:50:00,07h 10m,06:00:00,3.8,450.00,48
78,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,IntrCity SmartBus,AC Sleeper (2+1),22:50:00,06h 55m,05:45:00,4.4,530.00,23
79,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55:00,06h 10m,06:05:00,4.5,539.00,37
80,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,NueGo,Electric A/C Seater (2+2),23:15:00,05h 50m,05:05:00,3.8,380.00,35
81,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),23:40:00,06h 20m,06:00:00,4.6,407.00,31
82,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:25:00,05h 55m,05:20:00,4.0,499.00,27
83,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45:00,07h 35m,06:20:00,4.7,578.00,29
84,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:30:00,05h 50m,05:20:00,3.9,524.00,34
85,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:40:00,06h 20m,06:00:00,4.8,381.00,36
86,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Khurana Bus Service,Volvo A/C (2+2),20:35:00,07h 05m,03:40:00,3.1,510.00,34
87,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,New Navyug Travels,A/C Sleeper (2+1),23:00:00,06h 30m,05:30:00,3.8,675.00,27
88,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),03:15:00,05h 55m,09:10:00,4.5,638.00,11
89,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,NueGo,Electric A/C Seater (2+2),13:00:00,05h 50m,18:50:00,2.8,380.00,36
90,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,NueGo,Electric A/C Seater (2+2),18:00:00,05h 50m,23:50:00,3.5,380.00,40
91,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,SHRI BALAJII TRAVELS,Volvo A/C Semi Sleeper (2+2),00:05:00,06h 10m,06:15:00,0.0,4000.00,32
92,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Classic Travels,A/C Seater / Sleeper (2+2),23:55:00,07h 00m,06:55:00,2.7,389.00,38
93,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:59:00,06h 31m,06:30:00,2.3,499.00,28
94,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58:00,06h 22m,06:20:00,3.2,574.00,36
95,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+2),01:40:00,06h 15m,07:55:00,4.4,486.00,29
96,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45:00,06h 15m,06:00:00,3.7,449.00,34
97,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Classic Travels,A/C Seater / Sleeper (2+2),23:30:00,07h 00m,06:30:00,2.4,389.00,38
98,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),01:35:00,05h 45m,07:20:00,5.0,371.00,9
99,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,NueGo,Electric A/C Seater (2+2),07:00:00,05h 50m,12:50:00,3.4,425.00,26
100,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),01:10:00,06h 05m,07:15:00,3.4,330.00,11
101,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:57:00,06h 53m,06:50:00,3.7,524.00,32
102,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),00:45:00,06h 25m,07:10:00,3.7,377.00,8
103,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Yolo Bus,VE A/C Seater / Sleeper (2+1),00:41:00,05h 47m,06:28:00,3.0,400.00,28
104,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,NueGo,Electric A/C Seater (2+2),08:50:00,05h 35m,14:25:00,2.8,380.00,30
105,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:58:00,06h 52m,06:50:00,3.6,574.00,34
106,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),00:40:00,06h 05m,06:45:00,3.6,341.00,34
107,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Zingbus Plus,Scania A/C Semi Sleeper (2+2),00:15:00,06h 40m,06:55:00,4.3,312.00,18
108,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:55:00,05h 20m,05:15:00,2.7,1099.00,26
109,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,PEPSU (Punjab) - 67064,Volvo AC Seater (2+2),01:10:00,06h 48m,07:58:00,3.8,845.00,38
110,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,PEPSU (Punjab) - 67079,Volvo AC Seater (2+2),04:40:00,06h 40m,11:20:00,3.5,845.00,41
111,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,PEPSU (Punjab) - 67130,Volvo AC Seater (2+2),09:05:00,05h 45m,14:50:00,4.9,845.00,38
112,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,PEPSU (Punjab) - 67122,Volvo AC Seater (2+2),11:10:00,06h 20m,17:30:00,3.2,845.00,38
113,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,PEPSU (Punjab) - 67123,Volvo AC Seater (2+2),13:45:00,06h 10m,19:55:00,3.3,845.00,39
114,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,PEPSU (Punjab) - 67154,Volvo AC Seater (2+2),16:50:00,06h 00m,22:50:00,3.9,845.00,39
115,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,PEPSU (Punjab) - 67132,Volvo AC Seater (2+2),17:40:00,06h 00m,23:40:00,3.7,845.00,39
116,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:50:00,07h 00m,04:50:00,4.0,845.00,39
117,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,RSRTC - 170038,Express Non AC Seater 2+3,16:00:00,07h 00m,23:00:00,2.2,395.00,42
118,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,RSRTC - 156675,Express Non AC Seater 2+3,22:30:00,06h 45m,05:15:00,2.2,391.00,42
119,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:30:00,05h 54m,05:24:00,4.6,400.00,27
120,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20:00,06h 40m,05:00:00,4.6,399.00,43
121,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Laxmi holidays,VE A/C Sleeper (2+1),23:00:00,07h 00m,06:00:00,4.4,570.00,28
122,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,AdCity Land Travels,A/C Seater/Sleeper (2+1),23:15:00,06h 35m,05:50:00,3.6,488.00,32
123,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:45:00,07h 30m,05:15:00,4.6,339.00,39
124,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40:00,07h 00m,06:40:00,4.3,570.00,34
125,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:15:00,08h 30m,04:45:00,4.3,407.00,35
126,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Zingbus Plus,Scania A/C Semi Sleeper (2+2),22:50:00,06h 35m,05:25:00,4.1,376.00,35
127,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:45:00,07h 35m,04:20:00,4.9,438.00,27
128,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30:00,06h 40m,06:10:00,4.1,570.00,35
129,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:30:00,06h 45m,03:15:00,4.8,513.00,30
130,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45:00,07h 15m,06:00:00,4.4,339.00,37
131,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),21:55:00,07h 35m,05:30:00,4.0,376.00,33
132,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:00:00,06h 28m,04:28:00,4.1,400.00,27
133,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:58:00,06h 22m,05:20:00,4.1,474.00,31
134,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:50:00,06h 16m,05:06:00,4.1,574.00,33
135,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:30:00,07h 25m,04:55:00,4.4,339.00,40
136,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,NueGo,Electric A/C Seater (2+2),13:00:00,06h 25m,19:25:00,3.7,428.00,37
137,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30:00,08h 20m,05:50:00,4.4,449.00,35
138,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,IntrCity SmartBus,AC Sleeper (2+1),22:30:00,07h 40m,06:10:00,4.0,497.00,24
139,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,New Navyug Travels,A/C Sleeper (2+1),22:45:00,05h 45m,04:30:00,4.3,625.00,29
140,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:55:00,06h 15m,05:10:00,4.5,524.00,32
141,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,NueGo,Electric A/C Seater (2+2),11:00:00,06h 25m,17:25:00,3.9,428.00,36
142,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:15:00,07h 30m,05:45:00,4.2,399.00,35
